Edward Lueilwitz                        56 Kemp Road, Much Wenlock, England, TF13 8SR                                                       Happy Birthday, Edward Lueilwitz
Nora Rice                               Studio 4, 38 Hanovers Walk, Hardhorn and Thornton, England, FY6 4ET                                 Happy Birthday, Nora Rice
Calvin Ullrich                          7 Field Way, Ellesmere Port, England, CH65 3EH                                                      Happy Birthday, Calvin Ullrich
Kirk Fay                                86 Kenn Business Park, Beith, Scotland, KA15 6JG                                                    Happy Birthday, Kirk Fay
Jeffrey Pfeffer                         6 South Wales Distribution Centre, Orton, England, CA5 6HY                                          Happy Birthday, Jeffrey Pfeffer
Ebony Kuhn                              6 Sorrells, Danbury, England, CM3 2SG                                                               Happy Birthday, Ebony Kuhn
Christopher Rau                         49 Rossini Street, Frinton and Walton, England, CO14 7FY                                            Happy Birthday, Christopher Rau
Marcos Simonis DDS                      Flat 11, 9 Golden Crescent, Todmorden, England, OL14 8US                                            Happy Birthday, Marcos Simonis DDS
Jennifer Lind                           84 Bewicke Street, Sowerby, England, YO7 5DT                                                        Happy Birthday, Jennifer Lind
Jenny Lang                              Flat 8, 97 Stonebridge Cross, Wisbech, England, PE13 2WQ                                            Happy Birthday, Jenny Lang
Rosie Kessler                           Studio 19, 32 Owersby Moor, Camberwell, England, SE5 7QT                                            Happy Birthday, Rosie Kessler
Ms. Rafael Baumbach                     35 Bakehouse Yard, Callander, Scotland, FK17 3LR                                                    Happy Birthday, Ms. Rafael Baumbach
Becky Fritsch Sr.                       7 Chester Street, West Calder, Scotland, EH55 0NR                                                   Happy Birthday, Becky Fritsch Sr.
Josh Funk                               Flat 76, 47 Volunteer Way, Hampshire, England, PO16 8BH                                             Happy Birthday, Josh Funk
Alyssa Schimmel                         4 Mill Cross Lane, Barnsley, England, S63 6PZ                                                       Happy Birthday, Alyssa Schimmel
Frank Stiedemann                        Flat 1, 7 Mallow Street, Plymouth, England, PL1 0FQ                                                 Happy Birthday, Frank Stiedemann
Whitney Sipes                           1 Mauldeth Road, Torquay, England, TQ1 4JR                                                          Happy Birthday, Whitney Sipes
Hannah Farrell                          70 Princes Walk, Muthill, Scotland, PH5 6PS                                                         Happy Birthday, Hannah Farrell
Miss Elmer Harris                       Studio 75, 49 Hollingwood Crescent, Crymych, Wales, SA36 4TU                                        Happy Birthday, Miss Elmer Harris
Dr. Walter McLaughlin                   8 Stoke Street, Keswick, England, CA12 5AZ                                                          Happy Birthday, Dr. Walter McLaughlin
Mrs. Salvador Feest                     77 Sandbank Road, Eltham, England, SE2 6LQ                                                          Happy Birthday, Mrs. Salvador Feest
Clifton Pagac                           Flat 64, 22 Radway Green, Sowerby, England, YO7 4XB                                                 Happy Birthday, Clifton Pagac
Bridget Baumbach                        9 Carisbrook Street, Portsmouth, England, PO5 8AJ                                                   Happy Birthday, Bridget Baumbach
Ms. Lloyd Miller                        46 Grosvenor Park Road, Dolbenmaen, Wales, LL51 0BL                                                 Happy Birthday, Ms. Lloyd Miller
Samuel Kuhn                             Studio 583, 9 Enterprise Close, Llangelynin, Wales, LL37 9XT                                        Happy Birthday, Samuel Kuhn
Pamela Zulauf                           7 Northwick Road, Stirling, Scotland, FK20 5SR                                                      Happy Birthday, Pamela Zulauf
Joe Sipes                               4 Southernay, Reigate and Banstead, England, SM7 6JZ                                                Happy Birthday, Joe Sipes
Jim Fay                                 Studio 49, 43 Longham Barn Close, Allensmore, England, HR2 0UZ                                      Happy Birthday, Jim Fay
Rachael Crona                           9 Cornwall Street, Littlehampton, England, BN17 2JN                                                 Happy Birthday, Rachael Crona
Dana Fritsch                            4 Drumbottie Road, Radford Semele, England, CV33 5AA                                                Happy Birthday, Dana Fritsch
Emily Brekke                            Flat 1, 93 Frith End, Kirkby, England, L33 2BT                                                      Happy Birthday, Emily Brekke
Randall Jakubowski                      Studio 94, 90 Harlington High Street, Perth and Kinross, Scotland, PH18 7BR                         Happy Birthday, Randall Jakubowski
Arnold Dickinson                        4 Market Parade, Newport Pagnell, England, MK16 4QS                                                 Happy Birthday, Arnold Dickinson
Mandy MacGyver                          9 Forest Court, Wiggenhall St Germans, England, PE34 4TZ                                            Happy Birthday, Mandy MacGyver
